FID,disso,ORIG_FID,POINT_X,POINT_Y
2998,0,0,735918.805480999990000,4519175.868219999600000
2999,0,0,735971.071105999990000,4519243.602590000300000
3000,0,0,735988.004700000050000,4519256.668999999800000
3001,0,0,736060.148255000010000,4519334.525449999600000
3002,0,0,736198.165832999980000,4519462.406299999900000
3003,0,0,736242.433410999950000,4519602.240290000100000
3004,0,0,736273.575989000030000,4519661.097710000400000
3005,0,0,736302.433410999950000,4519752.240290000100000
3006,0,0,736453.575989000030000,4519931.097710000400000
3007,0,0,736489.699035999950000,4520007.650449999600000
3008,0,0,736669.303528000020000,4520252.513729999800000
3009,0,0,736902.492005000010000,4520442.284230000300000
3010,0,0,736990.075012000040000,4520438.812549999900000
3011,0,0,737053.575989000030000,4520531.097710000400000
3012,0,0,737112.433410999950000,4520622.240290000100000
3013,0,0,737476.022278000020000,4520950.379940000400000
3014,0,0,737471.510558999960000,4521064.256889999800000
3015,0,0,737623.575989000030000,4521251.097710000400000
3016,0,0,737669.850403000020000,4521349.154350000400000
3017,0,0,737802.433410999950000,4521492.240290000100000
3018,0,0,737864.718567000000000,4521549.955129999700000
3019,0,0,738029.952942000000000,4521728.285210000400000
3020,0,0,738133.575989000030000,4521761.097710000400000
3021,0,0,738192.433410999950000,4521792.240290000100000
3022,0,0,738283.575989000030000,4521821.097710000400000
3023,0,0,738402.433410999950000,4521912.240290000100000
3024,0,0,738493.575989000030000,4521941.097710000400000
3025,0,0,738550.353332999980000,4522002.372130000000000
3026,0,0,738612.213683999960000,4521999.911190000400000
3027,0,0,738822.433410999950000,4522182.240290000100000
3028,0,0,738928.004700000050000,4522196.668999999800000
3029,0,0,738952.540832999980000,4522245.169979999800000
3030,0,0,739078.004700000050000,4522256.668999999800000
3031,0,0,739078.004700000050000,4522286.668999999800000
3032,0,0,739108.004700000050000,4522286.668999999800000
3033,0,0,739128.204894999970000,4522326.600639999800000
3034,0,0,739247.926575000050000,4522386.747120000400000
3035,0,0,739258.004700000050000,4522406.668999999800000
3036,0,0,739271.071105999990000,4522423.602590000300000
3037,0,0,739454.938293999990000,4522449.735410000200000
3038,0,0,739561.827942000000000,4522528.983450000200000
3039,0,0,739754.938293999990000,4522569.735410000200000
3040,0,0,739811.071105999990000,4522603.602590000300000
3041,0,0,740002.628722999940000,4522630.834040000100000
3042,0,0,740078.390442000000000,4522728.993219999600000
3043,0,0,740308.004700000050000,4522695.067440000400000
3044,0,0,740648.800597999940000,4522745.428770000100000
3045,0,0,740834.938293999990000,4522693.602590000300000
3046,0,0,740921.715637000040000,4522629.266660000200000
3047,0,0,740979.913880000010000,4522637.865290000100000
3048,0,0,741154.435364000030000,4522489.945369999900000
3049,0,0,741284.938293999990000,4522453.602590000300000
3050,0,0,741337.203918999990000,4522385.868219999600000
3051,0,0,741489.591614000030000,4522268.255909999800000
3052,0,0,741594.137512000040000,4522132.801810000100000
3053,0,0,741672.506653000020000,4522072.318409999800000
3054,0,0,741710.783019999970000,4521934.872130000000000
3055,0,0,741865.617005000010000,4521815.355519999700000
3056,0,0,741914.938293999990000,4521733.602590000300000
3057,0,0,741960.480285999950000,4521622.318409999800000
3058,0,0,742031.071105999990000,4521579.735410000200000
3059,0,0,742148.800597999940000,4521531.556699999600000
3060,0,0,742220.284972999940000,4521438.949269999700000
3061,0,0,742389.591614000030000,4521308.255909999800000
3062,0,0,742468.004700000050000,4521206.668999999800000
3063,0,0,742540.250793999990000,4521158.915090000300000
3064,0,0,742635.758605999990000,4521134.422910000200000
3065,0,0,742648.004700000050000,4521116.668999999800000
3066,0,0,742692.433410999950000,4521078.392629999700000
3067,0,0,742736.334778000020000,4520932.596730000300000
3068,0,0,742953.937317000000000,4520764.242239999600000
3069,0,0,743051.891418999990000,4520650.555719999600000
3070,0,0,743144.117980999990000,4520622.782279999900000
3071,0,0,743201.891418999990000,4520590.555719999600000
3072,0,0,743307.565246999960000,4520558.739310000100000
3073,0,0,743336.964660999950000,4520192.865290000100000
3074,0,0,743294.117980999990000,4520050.555719999600000
3075,0,0,743229.562317000000000,4519959.501029999900000
3076,0,0,743242.936341000020000,4519792.992239999600000
3077,0,0,743158.737121999960000,4519674.237359999700000
3078,0,0,743177.824035999950000,4519436.668999999800000
3079,0,0,743149.479308999960000,4519083.934620000400000
3080,0,0,743264.117980999990000,4519032.782279999900000
3081,0,0,743291.891418999990000,4518940.555719999600000
3082,0,0,743324.117980999990000,4518882.782279999900000
3083,0,0,743338.004700000050000,4518836.668999999800000
3084,0,0,743338.004700000050000,4518686.668999999800000
3085,0,0,743448.483216000020000,4518610.702200000200000
3086,0,0,743418.746888000050000,4518371.668999999800000
3087,0,0,743462.003722999940000,4518023.900449999600000
3088,0,0,743428.004700000050000,4517996.668999999800000
3089,0,0,743450.094543999990000,4517593.163139999800000
3090,0,0,743398.004700000050000,4517576.668999999800000
3091,0,0,743380.250793999990000,4517534.422910000200000
3092,0,0,743355.758605999990000,4517438.915090000300000
3093,0,0,743282.018371999960000,4517325.682670000000000
3094,0,0,743303.434388000050000,4517230.174859999700000
3095,0,0,743278.004700000050000,4517126.668999999800000
3096,0,0,743264.938293999990000,4517049.735410000200000
3097,0,0,743188.004700000050000,4516946.668999999800000
3098,0,0,743173.575989000030000,4516901.097710000400000
3099,0,0,743142.433410999950000,4516812.240290000100000
3100,0,0,743113.575989000030000,4516661.097710000400000
3101,0,0,743052.433410999950000,4516572.240290000100000
3102,0,0,743023.575989000030000,4516391.097710000400000
3103,0,0,742992.433410999950000,4516332.240290000100000
3104,0,0,742949.147278000020000,4516240.526420000000000
3105,0,0,742867.848450000050000,4516086.878960000400000
3106,0,0,742873.619933999960000,4515941.156299999900000
3107,0,0,742812.433410999950000,4515852.240290000100000
3108,0,0,742783.575989000030000,4515791.097710000400000
3109,0,0,742722.433410999950000,4515702.240290000100000
3110,0,0,742693.575989000030000,4515641.097710000400000
3111,0,0,742631.261535999950000,4515550.541070000300000
3112,0,0,742638.204894999970000,4515375.389700000200000
3113,0,0,742573.414855999990000,4515315.360410000200000
3114,0,0,742540.968567000000000,4515212.865290000100000
3115,0,0,742482.389466000020000,4515102.167050000300000
3116,0,0,742484.762513000050000,4515042.489310000100000
3117,0,0,742332.433410999950000,4514862.240290000100000
3118,0,0,742303.575989000030000,4514801.097710000400000
3119,0,0,742182.433410999950000,4514652.240290000100000
3120,0,0,742043.888489000030000,4514463.363339999700000
3121,0,0,741860.607239000030000,4514405.326229999800000
3122,0,0,741562.936341000020000,4514084.056699999600000
3123,0,0,741431.246887000040000,4514042.367239999600000
3124,0,0,741047.003722999940000,4513627.669979999800000
3125,0,0,740851.593567000000000,4513446.600639999800000
3126,0,0,740707.189269999970000,4513262.982479999800000
3127,0,0,740565.392394999970000,4513131.600639999800000
3128,0,0,740533.575989000030000,4513031.097710000400000
3129,0,0,740457.301575000050000,4512920.252980000300000
3130,0,0,740383.575989000030000,4512709.916070000300000
3131,0,0,740412.433410999950000,4512101.097710000400000
3132,0,0,740470.148255000010000,4512047.630909999800000
3133,0,0,740504.689269999970000,4511949.076229999800000
3134,0,0,740497.892394999970000,4511777.689509999900000
3135,0,0,740563.575989000030000,4511682.240290000100000
3136,0,0,740592.433410999950000,4511531.097710000400000
3137,0,0,740653.575989000030000,4511442.240290000100000
3138,0,0,740692.291808999960000,4511319.969779999900000
3139,0,0,740831.290832999980000,4511169.955129999700000
3140,0,0,740893.575989000030000,4511112.240290000100000
3141,0,0,740952.433410999950000,4511021.097710000400000
3142,0,0,741016.989075000050000,4510927.274469999600000
3143,0,0,741009.430480999990000,4510736.668999999800000
3144,0,0,741018.117005000010000,4510517.689509999900000
3145,0,0,740944.523255000010000,4510410.741270000100000
3146,0,0,740954.132630000010000,4510168.207089999700000
3147,0,0,740923.312317000000000,4509878.651420000000000
3148,0,0,740860.089660999950000,4509820.072320000300000
3149,0,0,740868.351380000010000,4509611.668999999800000
3150,0,0,740860.031067000000000,4509401.668999999800000
3151,0,0,740866.989075000050000,4509226.063529999900000
3152,0,0,740773.575989000030000,4509090.301810000100000
3153,0,0,740802.433410999950000,4508951.097710000400000
3154,0,0,740892.433410999950000,4508820.301810000100000
3155,0,0,740863.575989000030000,4508621.097710000400000
3156,0,0,740799.020325000050000,4508527.274469999600000
3157,0,0,740807.164855999990000,4508321.668999999800000
3158,0,0,740800.162903000020000,4508144.818409999800000
3159,0,0,740893.575989000030000,4507992.240290000100000
3160,0,0,740922.433410999950000,4507841.097710000400000
3161,0,0,740975.724427000040000,4507740.389700000200000
3162,0,0,740988.351380000010000,4507421.668999999800000
3163,0,0,740979.430480999990000,4507196.668999999800000
3164,0,0,740992.614075000050000,4506864.237359999700000
3165,0,0,740922.433410999950000,4506762.240290000100000
3166,0,0,740866.974427000040000,4506644.745170000000000
3167,0,0,740469.034972999940000,4506218.592830000400000
3168,0,0,740403.014466000020000,4506078.729550000300000
3169,0,0,740159.147278000020000,4505815.526420000000000
3170,0,0,740106.969543999990000,4505767.186580000400000
3171,0,0,739842.433410999950000,4505472.240290000100000
3172,0,0,739813.575989000030000,4505411.097710000400000
3173,0,0,739782.433410999950000,4505352.240290000100000
3174,0,0,739740.553528000020000,4505045.765680000200000
3175,0,0,739651.139466000020000,4504915.819389999800000
3176,0,0,739761.530091000020000,4504771.869199999600000
3177,0,0,739748.888489000030000,4504452.767629999700000
3178,0,0,739854.738097999940000,4504402.816460000400000
3179,0,0,739840.631653000020000,4504046.668999999800000
3180,0,0,739844.762512000040000,4503942.196340000300000
3181,0,0,739812.433410999950000,4503912.240290000100000
3182,0,0,739756.696105999990000,4503852.079160000200000
3183,0,0,739662.433410999950000,4503822.240290000100000
3184,0,0,739603.575989000030000,4503791.097710000400000
3185,0,0,739512.433410999950000,4503762.240290000100000
3186,0,0,739377.389466000020000,4503669.310600000400000
3187,0,0,738962.106263000050000,4503685.775449999600000
3188,0,0,738811.637513000050000,4503582.240290000100000
3189,0,0,738582.433410999950000,4503611.097710000400000
3190,0,0,738493.517394999970000,4503672.284230000300000
3191,0,0,738177.067200000050000,4503659.745170000000000
3192,0,0,738132.433410999950000,4503701.097710000400000
3193,0,0,738103.575989000030000,4503732.240290000100000
3194,0,0,737892.433410999950000,4503761.097710000400000
3195,0,0,737803.575989000030000,4503822.240290000100000
3196,0,0,737649.752746999960000,4503851.610410000200000
3197,0,0,737593.532043999990000,4503912.284230000300000
3198,0,0,737506.696105999990000,4503908.841850000400000
3199,0,0,737414.147278000020000,4503957.811580000400000
3200,0,0,737322.433410999950000,4504001.097710000400000
3201,0,0,737230.250793999990000,4504064.525449999600000
3202,0,0,737085.172668999990000,4504058.783259999900000
3203,0,0,736903.575989000030000,4504212.240290000100000
3204,0,0,736785.201966000020000,4504268.109430000200000
3205,0,0,736729.069153000020000,4504328.695369999900000
3206,0,0,736548.234192000000000,4504445.472710000400000
3207,0,0,736482.433410999950000,4504541.097710000400000
3208,0,0,736450.880677000040000,4504673.548879999700000
3209,0,0,736302.433410999950000,4504811.097710000400000
3210,0,0,736272.594543999990000,4504905.360410000200000
3211,0,0,736196.862121999960000,4504975.526420000000000
3212,0,0,736126.696105999990000,4505051.258840000300000
3213,0,0,736032.433410999950000,4505081.097710000400000
3214,0,0,735943.575989000030000,4505142.240290000100000
3215,0,0,735882.433410999950000,4505171.097710000400000
3216,0,0,735789.005677000040000,4505220.536190000400000
3217,0,0,735418.004700000050000,4505235.243219999600000
3218,0,0,735113.932433999960000,4505223.187549999900000
3219,0,0,735008.610168999990000,4505295.653370000400000
3220,0,0,734863.004700000050000,4505289.881889999800000
3221,0,0,734517.228332999980000,4505303.592830000400000
3222,0,0,734382.052552000040000,4505199.925839999700000
3223,0,0,734238.453918999990000,4505205.609430000200000
3224,0,0,734202.433410999950000,4505172.240290000100000
3225,0,0,734151.588683999960000,4505117.352590000300000
3226,0,0,733933.004700000050000,4505108.695369999900000
3227,0,0,733723.004700000050000,4505117.015680000200000
3228,0,0,733408.004700000050000,4505104.535210000400000
3229,0,0,733175.592591000020000,4505113.749080000400000
3230,0,0,732657.374817000000000,4505080.043019999700000
3231,0,0,732462.433410999950000,4505111.097710000400000
3232,0,0,732368.610168999990000,4505175.653370000400000
3233,0,0,732224.132630000010000,4505169.925839999700000
3234,0,0,732133.575989000030000,4505232.240290000100000
3235,0,0,731892.433410999950000,4505261.097710000400000
3236,0,0,731804.147278000020000,4505307.811580000400000
3237,0,0,731598.058410999950000,4505356.898489999600000
3238,0,0,731411.290832999980000,4505529.955129999700000
3239,0,0,731353.575989000030000,4505652.240290000100000
3240,0,0,731292.433410999950000,4505741.097710000400000
3241,0,0,731263.575989000030000,4505832.240290000100000
3242,0,0,731202.433410999950000,4505921.097710000400000
3243,0,0,731173.575989000030000,4505982.240290000100000
3244,0,0,731008.004700000050000,4506206.668999999800000
3245,0,0,730964.938293999990000,4506236.405330000400000
3246,0,0,730931.071105999990000,4506326.932670000000000
3247,0,0,730843.151183999960000,4506387.635800000300000
3248,0,0,730815.758605999990000,4506494.422910000200000
3249,0,0,730780.250793999990000,4506548.915090000300000
3250,0,0,730755.758605999990000,4506734.422910000200000
3251,0,0,730708.004700000050000,4506806.668999999800000
3252,0,0,730658.844543999990000,4506831.542050000300000
3253,0,0,730648.004700000050000,4507046.668999999800000
3254,0,0,730603.151183999960000,4507077.635800000300000
3255,0,0,730557.140442000000000,4507256.918019999700000
3256,0,0,730510.250793999990000,4507328.915090000300000
3257,0,0,730498.004700000050000,4507496.668999999800000
3258,0,0,730486.505677000040000,4507622.132869999900000
3259,0,0,730391.862121999960000,4507670.018609999700000
3260,0,0,730367.926575000050000,4507776.043999999800000
3261,0,0,730408.004700000050000,4507856.668999999800000
3262,0,0,730390.294739000030000,4508030.223690000400000
3263,0,0,730302.257630000010000,4508106.073300000300000
3264,0,0,730288.004700000050000,4508276.668999999800000
3265,0,0,730240.250793999990000,4508348.915090000300000
3266,0,0,730228.004700000050000,4508456.668999999800000
3267,0,0,730120.250793999990000,4508528.915090000300000
3268,0,0,730108.004700000050000,4508576.668999999800000
3269,0,0,730125.450989000030000,4508682.899469999600000
3270,0,0,730061.071105999990000,4508769.735410000200000
3271,0,0,730031.481263000050000,4508909.950249999800000
3272,0,0,729941.071105999990000,4508979.735410000200000
3273,0,0,729914.938293999990000,4509043.602590000300000
3274,0,0,729881.071105999990000,4509099.735410000200000
3275,0,0,729854.938293999990000,4509193.602590000300000
3276,0,0,729791.071105999990000,4509279.735410000200000
3277,0,0,729764.938293999990000,4509373.602590000300000
3278,0,0,729714.137513000050000,4509412.801810000100000
3279,0,0,729674.938293999990000,4509553.602590000300000
3280,0,0,729611.071105999990000,4509639.735410000200000
3281,0,0,729576.881653000020000,4509762.533259999900000
3282,0,0,729418.356262000040000,4509857.337949999600000
3283,0,0,729286.447082999980000,4510028.241270000100000
3284,0,0,729068.507630000010000,4510065.272520000100000
3285,0,0,728834.938293999990000,4510273.602590000300000
3286,0,0,728741.071105999990000,4510299.735410000200000
3287,0,0,728635.133605999990000,4510378.280330000400000
3288,0,0,728504.938293999990000,4510299.735410000200000
3289,0,0,728308.004700000050000,4510286.668999999800000
3290,0,0,728308.004700000050000,4510256.668999999800000
3291,0,0,728308.004700000050000,4510226.668999999800000
3292,0,0,728278.004700000050000,4510226.668999999800000
3293,0,0,728257.848450000050000,4510186.825249999800000
3294,0,0,728198.082825000050000,4510156.590880000000000
3295,0,0,728188.004700000050000,4510136.668999999800000
3296,0,0,728146.798644999970000,4510090.555719999600000
3297,0,0,728087.516418999990000,4510094.085989999600000
3298,0,0,727782.155091000020000,4509822.518609999700000
3299,0,0,727753.854308999960000,4509760.819389999800000
3300,0,0,727688.200013000050000,4509666.849659999800000
3301,0,0,727633.854308999960000,4509490.819389999800000
3302,0,0,727570.426575000050000,4509400.028380000000000
3303,0,0,727585.514466000020000,4509146.668999999800000
3304,0,0,727572.111144999970000,4508921.595759999900000
3305,0,0,727606.813293999990000,4508430.565480000300000
3306,0,0,727584.943177000040000,4508063.695369999900000
3307,0,0,727632.155091000020000,4507960.819389999800000
3308,0,0,727663.854308999960000,4507902.518609999700000
3309,0,0,727692.521302000040000,4507627.303770000100000
3310,0,0,727782.492005000010000,4507546.927790000100000
3311,0,0,727812.155091000020000,4507450.819389999800000
3312,0,0,727843.854308999960000,4507392.518609999700000
3313,0,0,727872.155091000020000,4507300.819389999800000
3314,0,0,727960.778138000050000,4507173.949269999700000
3315,0,0,727964.791808999960000,4507106.668999999800000
3316,0,0,727962.067200000050000,4507060.951229999800000
3317,0,0,728023.854308999960000,4506972.518609999700000
3318,0,0,728052.155091000020000,4506730.819389999800000
3319,0,0,728113.854308999960000,4506642.518609999700000
3320,0,0,728143.209778000020000,4506454.110410000200000
3321,0,0,728231.525207999980000,4506291.585989999600000
3322,0,0,728233.898255000010000,4506251.668999999800000
3323,0,0,728220.494933999960000,4506026.668999999800000
3324,0,0,728235.582825000050000,4505773.309620000400000
3325,0,0,728149.142394999970000,4505649.544979999800000
3326,0,0,728138.536927000040000,4505471.668999999800000
3327,0,0,728155.514466000020000,4505186.668999999800000
3328,0,0,728141.334778000020000,4504948.646540000100000
3329,0,0,728172.155091000020000,4504750.819389999800000
3330,0,0,728240.533996999960000,4504652.938529999900000
3331,0,0,728232.067200000050000,4504510.907279999900000
3332,0,0,728321.129700000050000,4504431.336969999600000
3333,0,0,728352.155091000020000,4504330.819389999800000
3334,0,0,728413.854308999960000,4504242.518609999700000
3335,0,0,728442.155091000020000,4504150.819389999800000
3336,0,0,728503.854308999960000,4504062.518609999700000
3337,0,0,728532.155091000020000,4504000.819389999800000
3338,0,0,728653.854308999960000,4503852.518609999700000
3339,0,0,728691.603332999980000,4503730.262749999800000
3340,0,0,728773.854308999960000,4503612.518609999700000
3341,0,0,728802.155091000020000,4503550.819389999800000
3342,0,0,728833.854308999960000,4503522.518609999700000
3343,0,0,728862.155091000020000,4503430.819389999800000
3344,0,0,728923.854308999960000,4503342.518609999700000
3345,0,0,728953.517394999970000,4503246.410210000400000
3346,0,0,729013.854308999960000,4503192.518609999700000
3347,0,0,729141.251769999970000,4503049.916070000300000
3348,0,0,729283.854308999960000,4502922.518609999700000
3349,0,0,729381.910950000050000,4502812.772520000100000
3350,0,0,729552.155091000020000,4502680.819389999800000
3351,0,0,729653.478332999980000,4502634.325249999800000
3352,0,0,729797.223450000050000,4502505.887749999800000
3353,0,0,729896.320130000010000,4502394.984430000200000
3354,0,0,729972.492005000010000,4502326.927790000100000
3355,0,0,730006.198058999960000,4502217.767629999700000
3356,0,0,730182.155091000020000,4502020.819389999800000
3357,0,0,730213.854308999960000,4501992.518609999700000
3358,0,0,730242.155091000020000,4501930.819389999800000
3359,0,0,730313.185364000030000,4501829.144589999700000
3360,0,0,730337.472472999940000,4501421.668999999800000
3361,0,0,730324.962707999980000,4501211.668999999800000
3362,0,0,730333.942200000050000,4501060.951229999800000
3363,0,0,730272.155091000020000,4500972.518609999700000
3364,0,0,730234.977355999990000,4500773.314509999900000
3365,0,0,730106.320130000010000,4500658.353570000300000
3366,0,0,729964.757630000010000,4500499.916070000300000
3367,0,0,729822.155091000020000,4500372.518609999700000
3368,0,0,729691.505677000040000,4500226.268609999700000
3369,0,0,729577.745910999950000,4500191.156299999900000
3370,0,0,729466.051575000050000,4500066.131889999800000
3371,0,0,729253.854308999960000,4499950.819389999800000
3372,0,0,729072.155091000020000,4499922.518609999700000
3373,0,0,728943.322082999980000,4499832.518609999700000
3374,0,0,728802.155091000020000,4499860.819389999800000
3375,0,0,728736.178528000020000,4499934.676810000100000
3376,0,0,728383.004700000050000,4499913.627009999900000
3377,0,0,728124.093567000000000,4499929.051810000100000
3378,0,0,727812.155091000020000,4499892.518609999700000
3379,0,0,727753.854308999960000,4499860.819389999800000
3380,0,0,727560.700013000050000,4499815.892629999700000
3381,0,0,727448.785950000050000,4499715.887749999800000
3382,0,0,727307.223450000050000,4499557.450249999800000
3383,0,0,727203.497864000030000,4499464.769589999700000
3384,0,0,727062.155091000020000,4499292.518609999700000
3385,0,0,727033.854308999960000,4499200.819389999800000
3386,0,0,726912.155091000020000,4499052.518609999700000
3387,0,0,726883.854308999960000,4498900.819389999800000
3388,0,0,726818.771302000040000,4498807.669979999800000
3389,0,0,726823.942200000050000,4498720.995170000000000
3390,0,0,726736.813293999990000,4498560.668019999700000
3391,0,0,726727.643371999960000,4498406.668999999800000
3392,0,0,726735.582825000050000,4498273.309630000000000
3393,0,0,726655.587707999980000,4498158.788139999800000
3394,0,0,726674.469543999990000,4497842.176810000100000
3395,0,0,726643.429505000010000,4497577.259820000300000
3396,0,0,726582.155091000020000,4497522.518609999700000
3397,0,0,726550.089660999950000,4497384.691460000400000
3398,0,0,726402.155091000020000,4497252.518609999700000
3399,0,0,726271.505677000040000,4497106.268609999700000
3400,0,0,726148.927552000040000,4497068.431699999600000
3401,0,0,726025.748841000020000,4496930.575249999800000
3402,0,0,725853.776183999960000,4496890.555719999600000
3403,0,0,725743.854308999960000,4496830.819389999800000
3404,0,0,725562.155091000020000,4496802.518609999700000
3405,0,0,725508.263489000030000,4496742.181699999600000
3406,0,0,725412.155091000020000,4496712.518609999700000
3407,0,0,725323.854308999960000,4496650.819389999800000
3408,0,0,725128.004700000050000,4496636.668999999800000
3409,0,0,725077.965637000040000,4496536.883840000300000
3410,0,0,725018.082825000050000,4496506.590880000000000
3411,0,0,724997.926575000050000,4496466.747120000400000
3412,0,0,724918.004700000050000,4496456.668999999800000
3413,0,0,724810.529114000030000,4496444.144589999700000
3414,0,0,724738.619933999960000,4496398.485410000200000
3415,0,0,724570.529114000030000,4496354.144589999700000
3416,0,0,724453.634582999980000,4496264.862359999700000
3417,0,0,724248.585755000010000,4496305.379940000400000
3418,0,0,724173.278138000050000,4496200.321340000300000
3419,0,0,723958.004700000050000,4496186.668999999800000
3420,0,0,723934.435364000030000,4496140.086969999600000
3421,0,0,723868.004700000050000,4496126.668999999800000
3422,0,0,723821.613097999940000,4496113.060600000400000
3423,0,0,723704.396302000040000,4496020.277400000000000
3424,0,0,723641.613097999940000,4495993.060600000400000
3425,0,0,723554.044739000030000,4495930.028370000400000
3426,0,0,723495.685364000030000,4495935.975639999800000
3427,0,0,723326.598450000050000,4495814.291070000300000
3428,0,0,722983.004700000050000,4495849.315480000300000
3429,0,0,722891.964660999950000,4495840.028370000400000
3430,0,0,722804.396302000040000,4495903.060600000400000
3431,0,0,722593.912903000020000,4495930.277400000000000
3432,0,0,722398.004700000050000,4495886.668999999800000
3433,0,0,722159.572082999980000,4495940.018609999700000
3434,0,0,722128.004700000050000,4495976.668999999800000
3435,0,0,722079.899230999990000,4495993.133840000300000
3436,0,0,721845.597472999940000,4495988.358450000200000
3437,0,0,721780.411927000040000,4496056.210020000100000
3438,0,0,721542.726380000010000,4496051.361379999700000
3439,0,0,721423.297668999990000,4496141.961969999600000
3440,0,0,721182.711730999990000,4496171.376029999900000
3441,0,0,721123.297668999990000,4496201.961969999600000
3442,0,0,721032.711730999990000,4496231.376029999900000
3443,0,0,720904.186341000020000,4496318.490290000100000
3444,0,0,720734.982239000030000,4496231.317440000400000
3445,0,0,720688.004700000050000,4496232.284230000300000
3446,0,0,720483.439269999970000,4496228.109430000200000
3447,0,0,720343.605285999950000,4496156.068409999800000
3448,0,0,720252.711730999990000,4496111.961969999600000
3449,0,0,720163.297668999990000,4496051.376029999900000
3450,0,0,720072.711730999990000,4496021.961969999600000
3451,0,0,719983.297668999990000,4495961.376029999900000
3452,0,0,719892.711730999990000,4495931.961969999600000
3453,0,0,719760.114075000050000,4495863.670950000200000
3454,0,0,719353.004700000050000,4495871.976619999900000
3455,0,0,719176.740052000040000,4495868.373100000400000
3456,0,0,719053.297668999990000,4495931.961969999600000
3457,0,0,718962.711730999990000,4495961.376029999900000
3458,0,0,718918.605285999950000,4496007.269589999700000
3459,0,0,718754.923644999970000,4496164.535210000400000
3460,0,0,718722.755677000040000,4496263.675839999700000
3461,0,0,718662.711730999990000,4496321.376029999900000
3462,0,0,718631.525207999980000,4496353.822320000300000
3463,0,0,718637.208802000040000,4496632.464900000000000
3464,0,0,718693.297668999990000,4496741.376029999900000
3465,0,0,718732.584778000020000,4497183.055719999600000
3466,0,0,718633.810364000030000,4497277.948300000300000
3467,0,0,718603.297668999990000,4497371.961969999600000
3468,0,0,718571.481263000050000,4497433.749080000400000
3469,0,0,718395.963683999960000,4497518.900449999600000
3470,0,0,718273.297668999990000,4497611.961969999600000
3471,0,0,718155.465638000050000,4497669.134820000300000
3472,0,0,718002.550597999940000,4497792.577200000200000
3473,0,0,717934.640442000000000,4497791.185600000400000
3474,0,0,717679.039855999990000,4498057.230519999700000
3475,0,0,717481.242005000010000,4498220.853570000300000
3476,0,0,717190.573058999960000,4498523.387749999800000
3477,0,0,717042.711730999990000,4498571.376029999900000
3478,0,0,716983.297668999990000,4498601.961969999600000
3479,0,0,716786.071105999990000,4498631.376029999900000
3480,0,0,716628.966614000030000,4498524.867239999600000
3481,0,0,716593.297668999990000,4498451.376029999900000
3482,0,0,716502.711730999990000,4498331.961969999600000
3483,0,0,716473.297668999990000,4498241.376029999900000
3484,0,0,716413.253722999940000,4498183.675839999700000
3485,0,0,716383.297668999990000,4498091.376029999900000
3486,0,0,716352.711730999990000,4498001.961969999600000
3487,0,0,716323.297668999990000,4497491.376029999900000
3488,0,0,716258.536927000040000,4497395.809620000400000
3489,0,0,716264.498841000020000,4497103.675839999700000
3490,0,0,716204.249817000000000,4496986.737359999700000
3491,0,0,716172.755677000040000,4496889.662159999800000
3492,0,0,716112.711730999990000,4496831.961969999600000
3493,0,0,716081.803528000020000,4496705.223690000400000
3494,0,0,715856.027160999950000,4496488.294979999800000
3495,0,0,715363.297668999990000,4495961.376029999900000
3496,0,0,715271.510558999960000,4495873.163139999800000
3497,0,0,715124.498841000020000,4495720.174859999700000
3498,0,0,715002.111144999970000,4495602.562549999900000
3499,0,0,714865.001769999970000,4495459.872120000400000
3500,0,0,714818.873841000020000,4495317.694389999800000
3501,0,0,714552.711730999990000,4495061.961969999600000
3502,0,0,714398.991028000020000,4494876.161190000400000
3503,0,0,714343.297668999990000,4494761.376029999900000
3504,0,0,714192.711730999990000,4494581.961969999600000
3505,0,0,714163.297668999990000,4494491.376029999900000
3506,0,0,714132.711730999990000,4494461.961969999600000
3507,0,0,714103.297668999990000,4494161.376029999900000
3508,0,0,714012.096496999960000,4494041.170950000200000
3509,0,0,714016.198058999960000,4493840.487359999700000
3510,0,0,714105.700013000050000,4493708.446340000300000
3511,0,0,714102.697082999980000,4493561.668999999800000
3512,0,0,714103.971496999960000,4493498.973690000400000
3513,0,0,714178.605285999950000,4493427.269589999700000
3514,0,0,714270.407043999990000,4493331.717830000400000
3515,0,0,714328.693177000040000,4493152.098690000400000
3516,0,0,714493.297668999990000,4493111.961969999600000
3517,0,0,714552.111144999970000,4493050.775449999600000
3518,0,0,714613.297668999990000,4492991.961969999600000
3519,0,0,714642.711730999990000,4492901.376029999900000
3520,0,0,714763.297668999990000,4492751.961969999600000
3521,0,0,714792.711730999990000,4492691.376029999900000
3522,0,0,714883.297668999990000,4492541.961969999600000
3523,0,0,714912.711730999990000,4492361.376029999900000
3524,0,0,714965.739075000050000,4492258.412159999800000
3525,0,0,715002.711730999990000,4492031.376029999900000
3526,0,0,715063.297668999990000,4491941.961969999600000
3527,0,0,715092.711730999990000,4491881.376029999900000
3528,0,0,715153.297668999990000,4491791.961969999600000
3529,0,0,715182.711730999990000,4491594.735410000200000
3530,0,0,715092.711730999990000,4491461.961969999600000
3531,0,0,715063.297668999990000,4491341.376029999900000
3532,0,0,715032.711730999990000,4491281.961969999600000
3533,0,0,714974.367005000010000,4491161.712949999600000
3534,0,0,714928.004700000050000,4491146.668999999800000
