FID,disso,ORIG_FID,POINT_X,POINT_Y
9915,0,0,654478.004700000050000,4361696.668999999800000
9916,0,0,654430.082337000060000,4361720.926810000100000
9917,0,0,654418.004700000050000,4361816.668999999800000
9918,0,0,654400.258118000000000,4361828.915090000300000
9919,0,0,654375.751281999980000,4361924.422910000200000
9920,0,0,654340.258118000000000,4361978.915090000300000
9921,0,0,654315.751281999980000,4362254.422910000200000
9922,0,0,654209.762512000040000,4362327.606499999800000
9923,0,0,654226.556945999970000,4362402.518609999700000
9924,0,0,654208.004700000050000,4362446.668999999800000
9925,0,0,654159.188781999980000,4362471.366270000100000
9926,0,0,654148.004700000050000,4362626.668999999800000
9927,0,0,654079.376769999970000,4362668.944389999800000
9928,0,0,654036.632630000010000,4362794.393609999700000
9929,0,0,653907.440734999950000,4362873.993219999600000
9930,0,0,653848.004700000050000,4362986.668999999800000
9931,0,0,653807.926575000050000,4363006.590870000400000
9932,0,0,653632.247864000030000,4363028.739310000100000
9933,0,0,653608.004700000050000,4363076.668999999800000
9934,0,0,653578.004700000050000,4363076.668999999800000
9935,0,0,653578.004700000050000,4363106.668999999800000
9936,0,0,653433.241516000010000,4363071.102590000300000
9937,0,0,653325.751281999980000,4363154.422910000200000
9938,0,0,653248.004700000050000,4363166.668999999800000
9939,0,0,653166.398255000010000,4363187.616270000100000
9940,0,0,653085.751281999980000,4363304.422910000200000
9941,0,0,652905.751281999980000,4363367.499080000400000
9942,0,0,652811.525207999980000,4363503.993219999600000
9943,0,0,652766.071105999990000,4363681.092830000400000
9944,0,0,652690.258118000000000,4363778.915090000300000
9945,0,0,652678.004700000050000,4363826.668999999800000
9946,0,0,652667.926575000050000,4363876.590870000400000
9947,0,0,652648.004700000050000,4363916.668999999800000
9948,0,0,652631.891418999990000,4363930.555719999600000
9949,0,0,652604.117980999990000,4363992.782279999900000
9950,0,0,652438.004700000050000,4364186.668999999800000
9951,0,0,652354.493957999980000,4364244.325249999800000
9952,0,0,652288.004700000050000,4364366.668999999800000
9953,0,0,652134.723450000050000,4364385.829160000200000
9954,0,0,652051.322570999970000,4364489.979550000300000
9955,0,0,651943.759094999990000,4364576.112359999700000
9956,0,0,651928.004700000050000,4364666.668999999800000
9957,0,0,651851.620422999960000,4364770.292050000300000
9958,0,0,651814.845519999970000,4364976.629940000400000
9959,0,0,651848.668763000050000,4365308.446340000300000
9960,0,0,651808.004700000050000,4365416.668999999800000
9961,0,0,651839.923644999970000,4365800.692440000400000
9962,0,0,651731.276183999960000,4365995.428770000100000
9963,0,0,651748.004700000050000,4366196.668999999800000
9964,0,0,651715.902649000050000,4366343.827200000200000
9965,0,0,651739.032531999980000,4366631.668999999800000
9966,0,0,651718.737121999960000,4366884.237359999700000
9967,0,0,651794.117980999990000,4366990.555719999600000
9968,0,0,651821.891418999990000,4367067.167050000300000
9969,0,0,651572.963195999970000,4367281.620170000000000
9970,0,0,651327.572570999970000,4367566.444389999800000
9971,0,0,651188.829894999970000,4367555.311580000400000
9972,0,0,650991.178528000020000,4367665.585020000100000
9973,0,0,650775.172668999990000,4367648.241270000100000
9974,0,0,650684.117980999990000,4367712.782279999900000
9975,0,0,650405.724427000040000,4367744.686580000400000
9976,0,0,650294.271790000030000,4367735.751029999900000
9977,0,0,650174.117980999990000,4367650.555719999600000
9978,0,0,650057.941222999940000,4367615.575249999800000
9979,0,0,650015.724427000040000,4367247.284230000300000
9980,0,0,650029.340149000050000,4367077.801810000100000
9981,0,0,650283.182922999960000,4366770.946340000300000
9982,0,0,650321.891418999990000,4366600.555719999600000
9983,0,0,650354.117980999990000,4366572.782279999900000
9984,0,0,650395.170227000020000,4366170.360410000200000
9985,0,0,650295.267883999970000,4365991.297910000200000
9986,0,0,650264.117980999990000,4365820.555719999600000
9987,0,0,650231.891418999990000,4365762.782279999900000
9988,0,0,650204.117980999990000,4365670.555719999600000
9989,0,0,650143.575989000030000,4365618.407279999900000
9990,0,0,650114.117980999990000,4365520.555719999600000
9991,0,0,650051.891418999990000,4365432.782279999900000
9992,0,0,650024.117980999990000,4365340.555719999600000
9993,0,0,649991.891418999990000,4365282.782279999900000
9994,0,0,649964.117980999990000,4365190.555719999600000
9995,0,0,649901.891418999990000,4365102.782279999900000
9996,0,0,649874.117980999990000,4365010.555719999600000
9997,0,0,649789.186341000020000,4364890.760800000300000
9998,0,0,649667.911927000040000,4364786.288139999800000
9999,0,0,649612.826477000020000,4364662.831109999700000
10000,0,0,649533.065734999950000,4364550.331109999700000
10001,0,0,649544.279114000030000,4364410.848690000400000
10002,0,0,649495.770813000040000,4364323.895560000100000
10003,0,0,649454.117980999990000,4364230.555719999600000
10004,0,0,649391.891418999990000,4364142.782279999900000
10005,0,0,649364.117980999990000,4364050.555719999600000
10006,0,0,649299.657531999980000,4363995.008840000300000
10007,0,0,649167.565246999960000,4363841.698300000300000
10008,0,0,648971.891418999990000,4363782.782279999900000
10009,0,0,648867.653138000050000,4363724.627980000300000
10010,0,0,648761.891418999990000,4363692.782279999900000
10011,0,0,648634.200989000030000,4363592.792050000300000
10012,0,0,648581.107727000020000,4363473.817440000400000
10013,0,0,648382.723938000040000,4363302.870170000000000
10014,0,0,648271.659484999950000,4363272.782279999900000
10015,0,0,648121.447082999980000,4363356.600639999800000
10016,0,0,647861.891418999990000,4363390.555719999600000
10017,0,0,647774.117980999990000,4363452.782279999900000
10018,0,0,647681.891418999990000,4363480.555719999600000
10019,0,0,647624.117980999990000,4363512.782279999900000
10020,0,0,647520.670716000020000,4363543.924859999700000
10021,0,0,647458.004700000050000,4363616.668999999800000
10022,0,0,647290.258118000000000,4363628.915090000300000
10023,0,0,647218.004700000050000,4363646.668999999800000
10024,0,0,647205.751281999980000,4363628.915090000300000
10025,0,0,646764.972472999940000,4363603.543999999800000
10026,0,0,646665.751281999980000,4363538.915090000300000
10027,0,0,646284.730774000050000,4363513.368219999600000
10028,0,0,646185.751281999980000,4363448.915090000300000
10029,0,0,645958.004700000050000,4363436.668999999800000
10030,0,0,645853.107239000030000,4363419.442440000400000
10031,0,0,645699.855285999950000,4363442.088920000000000
10032,0,0,645598.004700000050000,4363376.668999999800000
10033,0,0,645598.004700000050000,4363346.668999999800000
10034,0,0,645538.004700000050000,4363346.668999999800000
10035,0,0,645485.636535999950000,4363339.051810000100000
10036,0,0,645410.372864000030000,4363264.286190000400000
10037,0,0,645328.004700000050000,4363256.668999999800000
10038,0,0,645328.004700000050000,4363226.668999999800000
10039,0,0,645268.004700000050000,4363226.668999999800000
10040,0,0,645244.435364000030000,4363180.086969999600000
10041,0,0,645128.082825000050000,4363156.590880000000000
10042,0,0,645088.004700000050000,4363136.668999999800000
10043,0,0,645076.564269999970000,4363118.094779999900000
10044,0,0,644980.287415000030000,4363085.311580000400000
10045,0,0,644926.564269999970000,4362998.094779999900000
10046,0,0,644739.445130000010000,4362975.243219999600000
10047,0,0,644686.564269999970000,4362938.094779999900000
10048,0,0,644638.004700000050000,4362926.668999999800000
10049,0,0,644565.751281999980000,4362818.915090000300000
10050,0,0,644470.258118000000000,4362794.422910000200000
10051,0,0,644398.004700000050000,4362746.668999999800000
10052,0,0,644346.596008999970000,4362672.196340000300000
10053,0,0,644248.004700000050000,4362656.668999999800000
10054,0,0,644160.421692000000000,4362607.157279999900000
10055,0,0,644111.635070999970000,4362546.219779999900000
10056,0,0,643948.004700000050000,4362566.668999999800000
10057,0,0,643847.443177000040000,4362583.749080000400000
10058,0,0,643768.004700000050000,4362686.668999999800000
10059,0,0,643748.082825000050000,4362696.747130000000000
10060,0,0,643717.848450000050000,4362756.512749999800000
10061,0,0,643678.004700000050000,4362776.668999999800000
10062,0,0,643662.162415000030000,4362790.819389999800000
10063,0,0,643628.397766000010000,4362900.155330000400000
10064,0,0,643482.162415000030000,4363030.819389999800000
10065,0,0,643431.376281999980000,4363195.292050000300000
10066,0,0,643270.470519999970000,4363269.149469999600000
10067,0,0,643194.584290000030000,4363354.081109999700000
10068,0,0,643123.846984999950000,4363392.518609999700000
10069,0,0,642943.283019999970000,4363426.210020000100000
10070,0,0,642878.800597999940000,4363483.836969999600000
10071,0,0,642848.771302000040000,4363987.655330000400000
10072,0,0,642954.760070999970000,4364139.383840000300000
10073,0,0,642942.067200000050000,4364352.430719999600000
10074,0,0,643003.429505000010000,4364407.245170000000000
10075,0,0,643032.997376000040000,4364659.637749999800000
10076,0,0,643108.004700000050000,4364726.668999999800000
10077,0,0,643168.004700000050000,4364846.668999999800000
10078,0,0,643189.940734999950000,4365010.702200000200000
10079,0,0,643286.554505000010000,4365149.012749999800000
10080,0,0,643333.846984999950000,4365280.819389999800000
10081,0,0,643364.887024000050000,4365381.336969999600000
10082,0,0,643514.938293999990000,4365515.399469999600000
10083,0,0,643692.162415000030000,4365732.518609999700000
10084,0,0,644009.410950000050000,4366014.676810000100000
10085,0,0,644052.162415000030000,4366062.518609999700000
10086,0,0,644158.004700000050000,4366076.668999999800000
10087,0,0,644181.574035999950000,4366123.251029999900000
10088,0,0,644297.926575000050000,4366146.747130000000000
10089,0,0,644378.082825000050000,4366216.590870000400000
10090,0,0,644458.004700000050000,4366226.668999999800000
10091,0,0,644510.812317000000000,4366303.163139999800000
10092,0,0,644650.258118000000000,4366334.422910000200000
10093,0,0,644668.004700000050000,4366346.668999999800000
10094,0,0,644715.158019999970000,4366417.596730000300000
10095,0,0,644852.692200000050000,4366382.938529999900000
10096,0,0,644908.004700000050000,4366406.668999999800000
10097,0,0,644938.239075000050000,4366466.434620000400000
10098,0,0,644998.004700000050000,4366496.668999999800000
10099,0,0,645044.938293999990000,4366509.735410000200000
10100,0,0,645148.004700000050000,4366586.668999999800000
10101,0,0,645178.004700000050000,4366586.668999999800000
10102,0,0,645178.004700000050000,4366556.668999999800000
10103,0,0,645283.846984999950000,4366630.819389999800000
10104,0,0,645374.484192000000000,4366732.274469999600000
10105,0,0,645522.162415000030000,4366812.518609999700000
10106,0,0,645643.297668999990000,4366849.930719999600000
10107,0,0,645804.056945999970000,4366993.573300000300000
10108,0,0,645919.340149000050000,4367152.420950000200000
10109,0,0,646212.162415000030000,4367412.518609999700000
10110,0,0,646273.846984999950000,4367440.819389999800000
10111,0,0,646361.320130000010000,4367488.368219999600000
10112,0,0,646453.846984999950000,4367530.819389999800000
10113,0,0,646542.162415000030000,4367592.518609999700000
10114,0,0,646723.846984999950000,4367620.819389999800000
10115,0,0,646854.511047999960000,4367767.069389999800000
10116,0,0,646918.004700000050000,4367786.668999999800000
10117,0,0,647038.004700000050000,4367786.668999999800000
10118,0,0,647087.926575000050000,4367796.747120000400000
10119,0,0,647168.082825000050000,4367866.590880000000000
10120,0,0,647520.136047999960000,4367887.479550000300000
10121,0,0,647597.926575000050000,4367976.747120000400000
10122,0,0,647623.092591000020000,4368063.934630000000000
10123,0,0,647714.594054999990000,4368110.223690000400000
10124,0,0,647738.082825000050000,4368226.590870000400000
10125,0,0,647758.004700000050000,4368236.668999999800000
10126,0,0,647804.938293999990000,4368309.735410000200000
10127,0,0,647831.071105999990000,4368373.602590000300000
10128,0,0,647908.004700000050000,4368476.668999999800000
10129,0,0,647880.590149000050000,4368541.942440000400000
10130,0,0,647955.751281999980000,4368638.915090000300000
10131,0,0,647998.004700000050000,4368806.668999999800000
10132,0,0,648083.654114000030000,4368921.424859999700000
10133,0,0,648058.004700000050000,4368986.668999999800000
10134,0,0,648043.846984999950000,4369752.518609999700000
10135,0,0,647982.557922999960000,4369865.311580000400000
10136,0,0,647950.961243000000000,4370302.420950000200000
10137,0,0,647966.957337000060000,4370570.751029999900000
10138,0,0,648045.590149000050000,4370683.309620000400000
10139,0,0,648036.449524000050000,4370836.590870000400000
10140,0,0,647811.969543999990000,4371093.963920000000000
10141,0,0,647647.460266000010000,4371130.819389999800000
10142,0,0,647608.004700000050000,4371086.668999999800000
10143,0,0,647558.324524000050000,4371014.715870000400000
10144,0,0,647440.258118000000000,4370984.422910000200000
10145,0,0,647278.004700000050000,4370876.668999999800000
10146,0,0,647270.372864000030000,4370854.286190000400000
10147,0,0,647195.636535999950000,4370839.051810000100000
10148,0,0,647120.372864000030000,4370764.286190000400000
10149,0,0,647015.636535999950000,4370749.051810000100000
10150,0,0,647000.372864000030000,4370704.286190000400000
10151,0,0,646978.004700000050000,4370696.668999999800000
10152,0,0,646951.271302000040000,4370662.040090000300000
10153,0,0,646798.004700000050000,4370546.668999999800000
10154,0,0,646694.938293999990000,4370409.735410000200000
10155,0,0,646678.004700000050000,4370396.668999999800000
10156,0,0,646651.322570999970000,4370363.358450000200000
10157,0,0,646601.342102000020000,4370323.338920000000000
10158,0,0,646481.276183999960000,4370173.397520000100000
10159,0,0,646348.004700000050000,4370066.668999999800000
10160,0,0,646348.004700000050000,4369976.668999999800000
10161,0,0,646318.004700000050000,4369976.668999999800000
10162,0,0,646268.324524000050000,4369904.715870000400000
10163,0,0,646198.004700000050000,4369886.668999999800000
10164,0,0,646142.318665000030000,4369852.362359999700000
10165,0,0,646091.598450000050000,4369703.534230000300000
10166,0,0,646048.004700000050000,4369676.668999999800000
10167,0,0,645949.808899000050000,4369549.461969999600000
10168,0,0,645868.004700000050000,4369526.668999999800000
10169,0,0,645792.162415000030000,4369422.518609999700000
10170,0,0,645691.945130000010000,4369264.930719999600000
10171,0,0,645522.162415000030000,4369212.518609999700000
10172,0,0,645395.292297999960000,4369123.895560000100000
10173,0,0,645187.694641000010000,4369111.532279999900000
10174,0,0,645029.689269999970000,4369288.368219999600000
10175,0,0,644924.887024000050000,4369382.001029999900000
10176,0,0,644893.846984999950000,4369482.518609999700000
10177,0,0,644862.162415000030000,4369510.819389999800000
10178,0,0,644833.846984999950000,4369602.518609999700000
10179,0,0,644746.058899000050000,4369764.061580000400000
10180,0,0,644713.846984999950000,4369902.518609999700000
10181,0,0,644682.162415000030000,4369960.819389999800000
10182,0,0,644653.846984999950000,4370052.518609999700000
10183,0,0,644592.162415000030000,4370140.819389999800000
10184,0,0,644563.846984999950000,4370202.518609999700000
10185,0,0,644502.162415000030000,4370290.819389999800000
10186,0,0,644466.002746999960000,4370752.713920000000000
10187,0,0,644401.249329000010000,4370810.575249999800000
10188,0,0,644381.547179999990000,4371141.161190000400000
10189,0,0,644412.880188000040000,4371408.612359999700000
10190,0,0,644477.164855999990000,4371526.913139999800000
10191,0,0,644465.900207999980000,4371715.819389999800000
10192,0,0,644488.004700000050000,4371986.668999999800000
10193,0,0,644458.004700000050000,4372046.668999999800000
10194,0,0,644387.604308999960000,4372066.268609999700000
10195,0,0,644354.938293999990000,4372183.602590000300000
10196,0,0,644278.004700000050000,4372286.668999999800000
10197,0,0,644224.764954000010000,4372323.436580000400000
10198,0,0,644138.991028000020000,4372447.655330000400000
10199,0,0,644050.258118000000000,4372508.915090000300000
10200,0,0,644038.004700000050000,4372526.668999999800000
10201,0,0,643945.389954000010000,4372577.001029999900000
10202,0,0,643868.016906999980000,4372689.061580000400000
10203,0,0,643888.004700000050000,4372736.668999999800000
10204,0,0,643858.004700000050000,4372736.668999999800000
10205,0,0,643858.004700000050000,4372766.668999999800000
10206,0,0,643858.004700000050000,4372796.668999999800000
10207,0,0,643818.160950000050000,4372816.825249999800000
10208,0,0,643798.004700000050000,4372856.668999999800000
10209,0,0,643768.473450000050000,4373039.862359999700000
10210,0,0,643785.018859999950000,4373172.840870000400000
10211,0,0,643721.342102000020000,4373259.999080000400000
10212,0,0,643692.448058999960000,4373361.073300000300000
10213,0,0,643631.342102000020000,4373409.999080000400000
10214,0,0,643577.985168999990000,4373476.649469999600000
10215,0,0,643444.706359999950000,4373583.377980000300000
10216,0,0,643274.367005000010000,4373796.102590000300000
10217,0,0,642973.004700000050000,4373758.602590000300000
10218,0,0,642676.234679999990000,4373795.516660000200000
10219,0,0,642484.310852000020000,4373673.407279999900000
10220,0,0,642350.555969999990000,4373690.047910000200000
10221,0,0,642238.283019999970000,4373608.045950000200000
10222,0,0,642058.004700000050000,4373576.668999999800000
10223,0,0,642018.263489000030000,4373532.196340000300000
10224,0,0,641922.162415000030000,4373502.518609999700000
10225,0,0,641833.846984999950000,4373440.819389999800000
10226,0,0,641712.162415000030000,4373412.518609999700000
10227,0,0,641652.535950000050000,4373345.780330000400000
10228,0,0,641216.862121999960000,4373319.823300000300000
10229,0,0,641262.162415000030000,4373802.518609999700000
10230,0,0,641295.634094999990000,4373864.100639999800000
10231,0,0,641232.162415000030000,4373920.819389999800000
10232,0,0,641203.846984999950000,4374012.518609999700000
10233,0,0,641146.498352000020000,4374118.045950000200000
10234,0,0,641142.162415000030000,4374190.819389999800000
10235,0,0,641128.004700000050000,4374206.668999999800000
10236,0,0,641057.113587000060000,4374252.049859999700000
10237,0,0,641026.710755000010000,4374360.243219999600000
10238,0,0,641068.004700000050000,4374386.668999999800000
10239,0,0,641044.354797999960000,4374864.237359999700000
10240,0,0,641218.004700000050000,4374986.668999999800000
10241,0,0,641291.144347999940000,4375113.524469999600000
10242,0,0,641414.117980999990000,4375150.555719999600000
10243,0,0,641447.347962000060000,4375189.110410000200000
10244,0,0,641788.004700000050000,4375216.502980000300000
10245,0,0,642023.339172999960000,4375197.577200000200000
10246,0,0,642191.891418999990000,4375302.782279999900000
10247,0,0,642254.117980999990000,4375330.555719999600000
10248,0,0,642311.891418999990000,4375362.782279999900000
10249,0,0,642494.117980999990000,4375390.555719999600000
10250,0,0,642581.891418999990000,4375452.782279999900000
10251,0,0,642766.351868000000000,4375568.329160000200000
10252,0,0,642821.891418999990000,4375632.782279999900000
10253,0,0,642838.004700000050000,4375646.668999999800000
10254,0,0,642885.751281999980000,4375718.915090000300000
10255,0,0,642898.004700000050000,4375916.668999999800000
10256,0,0,642898.004700000050000,4375946.668999999800000
10257,0,0,642928.004700000050000,4375946.668999999800000
10258,0,0,642928.004700000050000,4375976.668999999800000
10259,0,0,642791.071105999990000,4376079.735410000200000
10260,0,0,642748.004700000050000,4376156.668999999800000
10261,0,0,642628.004700000050000,4376246.668999999800000
10262,0,0,642558.959290000030000,4376219.510800000300000
10263,0,0,642503.654114000030000,4376291.170950000200000
10264,0,0,642401.071105999990000,4376319.735410000200000
10265,0,0,642298.004700000050000,4376396.668999999800000
10266,0,0,642251.071105999990000,4376409.735410000200000
10267,0,0,642164.938293999990000,4376473.602590000300000
10268,0,0,642058.363587000060000,4376537.352590000300000
10269,0,0,641994.943177000040000,4376619.501029999900000
10270,0,0,641837.201477000020000,4376684.071340000300000
10271,0,0,641731.864563000040000,4376820.536190000400000
10272,0,0,641644.127746999960000,4376888.270560000100000
10273,0,0,641531.071105999990000,4376919.735410000200000
10274,0,0,641518.004700000050000,4376966.668999999800000
10275,0,0,641445.751281999980000,4376984.422910000200000
10276,0,0,641338.004700000050000,4376996.668999999800000
10277,0,0,641261.891418999990000,4377010.555719999600000
10278,0,0,641204.117980999990000,4377042.782279999900000
10279,0,0,640981.659484999950000,4377070.555719999600000
10280,0,0,640874.117980999990000,4377010.555719999600000
10281,0,0,640731.054016000010000,4376952.782279999900000
10282,0,0,640604.117980999990000,4377042.782279999900000
10283,0,0,640506.281067000000000,4377072.254940000400000
10284,0,0,640412.465149000050000,4377181.122120000400000
10285,0,0,640301.766906999980000,4377276.512749999800000
10286,0,0,640126.783996999960000,4377316.268609999700000
10287,0,0,640034.117980999990000,4377250.555719999600000
10288,0,0,639941.891418999990000,4377222.782279999900000
10289,0,0,639824.117980999990000,4377130.555719999600000
10290,0,0,639731.891418999990000,4377102.782279999900000
10291,0,0,639674.117980999990000,4377070.555719999600000
10292,0,0,639565.067688000040000,4377037.713920000000000
10293,0,0,639438.593079000010000,4376890.936580000400000
10294,0,0,639100.895325000050000,4376862.782279999900000
10295,0,0,638753.273255000010000,4376990.428770000100000
10296,0,0,638714.117980999990000,4377162.782279999900000
10297,0,0,638681.891418999990000,4377220.555719999600000
10298,0,0,638652.433410999950000,4377318.407279999900000
10299,0,0,638563.575989000030000,4377394.930719999600000
10300,0,0,638534.117980999990000,4377492.782279999900000
10301,0,0,638485.770813000040000,4377534.442440000400000
10302,0,0,638346.552063000040000,4377696.043999999800000
10303,0,0,638226.281067000000000,4377732.254940000400000
10304,0,0,638174.117980999990000,4377792.782279999900000
10305,0,0,638111.766906999980000,4377846.512749999800000
10306,0,0,637956.727844999990000,4377881.727590000300000
10307,0,0,637904.117980999990000,4377942.782279999900000
10308,0,0,637699.200989000030000,4378000.555719999600000
10309,0,0,637498.004700000050000,4377926.668999999800000
10310,0,0,637449.847962000060000,4377856.913139999800000
10311,0,0,637288.004700000050000,4377896.668999999800000
10312,0,0,637042.562804999990000,4377865.995170000000000
10313,0,0,637018.004700000050000,4377896.668999999800000
10314,0,0,636944.117980999990000,4377942.782279999900000
10315,0,0,636881.891418999990000,4377970.555719999600000
10316,0,0,636703.927552000040000,4378122.958060000100000
10317,0,0,636645.172668999990000,4378118.241270000100000
10318,0,0,636554.117980999990000,4378182.782279999900000
10319,0,0,636415.770813000040000,4378224.442440000400000
10320,0,0,636360.238587000060000,4378288.895560000100000
10321,0,0,636221.891418999990000,4378330.555719999600000
10322,0,0,636164.117980999990000,4378362.782279999900000
10323,0,0,636054.657531999980000,4378411.620170000000000
10324,0,0,635864.117980999990000,4378632.782279999900000
10325,0,0,635726.781554999990000,4378718.797910000200000
10326,0,0,635539.076477000020000,4378936.678770000100000
10327,0,0,635502.433410999950000,4379058.407279999900000
10328,0,0,635400.136047999960000,4379146.532279999900000
10329,0,0,635422.643371999960000,4379426.668999999800000
10330,0,0,635411.796204000010000,4379561.668999999800000
10331,0,0,635415.341126000040000,4379605.760800000300000
10332,0,0,635564.117980999990000,4379650.555719999600000
10333,0,0,635651.891418999990000,4379712.782279999900000
10334,0,0,635924.117980999990000,4379770.555719999600000
10335,0,0,636011.891418999990000,4379802.782279999900000
10336,0,0,636207.067200000050000,4379832.518609999700000
10337,0,0,636401.891418999990000,4380072.782279999900000
10338,0,0,636418.004700000050000,4380086.668999999800000
10339,0,0,636404.938293999990000,4380163.602590000300000
10340,0,0,636289.362121999960000,4380319.491270000100000
10341,0,0,636254.938293999990000,4380403.602590000300000
10342,0,0,636141.852355999990000,4380543.524469999600000
10343,0,0,636169.105774000050000,4380727.977590000300000
10344,0,0,636101.071105999990000,4380819.735410000200000
10345,0,0,636059.630677000040000,4381016.141660000200000
10346,0,0,636080.175109999950000,4381155.184630000000000
10347,0,0,636011.071105999990000,4381269.735410000200000
10348,0,0,635969.630677000040000,4381466.141660000200000
10349,0,0,636005.167785999950000,4381706.668999999800000
10350,0,0,635980.558410999950000,4381873.192440000400000
10351,0,0,636031.864563000040000,4381912.801810000100000
10352,0,0,636058.004700000050000,4381946.668999999800000
10353,0,0,636058.004700000050000,4382186.668999999800000
10354,0,0,636088.004700000050000,4382186.668999999800000
10355,0,0,636088.004700000050000,4382246.668999999800000
10356,0,0,636056.503234999950000,4382374.930719999600000
10357,0,0,636134.403626000040000,4382428.690480000300000
10358,0,0,636160.258118000000000,4382624.422910000200000
10359,0,0,636178.004700000050000,4382636.668999999800000
10360,0,0,636226.674133999970000,4382710.321340000300000
10361,0,0,636215.072570999970000,4382762.059630000000000
10362,0,0,636259.977355999990000,4382868.993219999600000
10363,0,0,636428.991028000020000,4382985.682670000000000
10364,0,0,636478.004700000050000,4383056.668999999800000
10365,0,0,636478.004700000050000,4383146.668999999800000
10366,0,0,636499.193665000030000,4383268.426810000100000
10367,0,0,636644.667297999960000,4383309.999080000400000
10368,0,0,636715.844054999990000,4383398.885800000300000
10369,0,0,636836.503234999950000,4383433.397520000100000
10370,0,0,636977.985168999990000,4383546.688529999900000
10371,0,0,637054.398743000000000,4383642.108450000200000
10372,0,0,637214.850403000020000,4383670.028370000400000
10373,0,0,637494.884582999980000,4383894.295950000200000
10374,0,0,637578.087707999980000,4384035.829160000200000
10375,0,0,637570.294739000030000,4384098.465880000000000
10376,0,0,637618.004700000050000,4384136.668999999800000
10377,0,0,637637.926575000050000,4384176.747120000400000
10378,0,0,637648.004700000050000,4384226.668999999800000
10379,0,0,637634.117980999990000,4384452.782279999900000
10380,0,0,637558.004700000050000,4384586.668999999800000
10381,0,0,637547.926575000050000,4384756.590870000400000
10382,0,0,637508.082825000050000,4384806.747130000000000
10383,0,0,637487.926575000050000,4384996.590870000400000
10384,0,0,637448.082825000050000,4385016.747120000400000
10385,0,0,637408.004700000050000,4385096.668999999800000
10386,0,0,637391.891418999990000,4385110.555719999600000
10387,0,0,637364.117980999990000,4385202.782279999900000
10388,0,0,637331.891418999990000,4385260.555719999600000
10389,0,0,637304.117980999990000,4385352.782279999900000
10390,0,0,637211.891418999990000,4385470.555719999600000
10391,0,0,637138.004700000050000,4385636.668999999800000
10392,0,0,637052.589660999950000,4385661.102590000300000
10393,0,0,636887.985168999990000,4385866.649469999600000
10394,0,0,636771.368957999980000,4385960.018609999700000
10395,0,0,636718.004700000050000,4386026.668999999800000
10396,0,0,636695.636535999950000,4386034.286190000400000
10397,0,0,636680.372864000030000,4386139.051810000100000
10398,0,0,636635.636535999950000,4386184.286190000400000
10399,0,0,636628.004700000050000,4386296.668999999800000
10400,0,0,636598.004700000050000,4386296.668999999800000
10401,0,0,636598.004700000050000,4386326.668999999800000
10402,0,0,636568.004700000050000,4386326.668999999800000
10403,0,0,636568.004700000050000,4386356.668999999800000
10404,0,0,636508.004700000050000,4386356.668999999800000
10405,0,0,636508.004700000050000,4386476.668999999800000
10406,0,0,636538.004700000050000,4386476.668999999800000
10407,0,0,636524.667297999960000,4386613.338920000000000
10408,0,0,636443.178040000030000,4386724.872120000400000
10409,0,0,636427.408996999960000,4386851.668999999800000
10410,0,0,636438.087707999980000,4386937.508840000300000
10411,0,0,636367.841126000040000,4387057.010800000300000
10412,0,0,636334.186341000020000,4387327.596730000300000
10413,0,0,636358.004700000050000,4387346.668999999800000
10414,0,0,636281.891418999990000,4387480.555719999600000
10415,0,0,636268.004700000050000,4387526.668999999800000
10416,0,0,636268.004700000050000,4387676.668999999800000
10417,0,0,636238.004700000050000,4387676.668999999800000
10418,0,0,636238.004700000050000,4387706.668999999800000
10419,0,0,636278.573547999960000,4387953.641660000200000
10420,0,0,636234.481751000040000,4388252.001029999900000
10421,0,0,636268.004700000050000,4388396.668999999800000
10422,0,0,636268.004700000050000,4388546.668999999800000
10423,0,0,636238.004700000050000,4388546.668999999800000
10424,0,0,636238.004700000050000,4388696.668999999800000
10425,0,0,636258.329406999980000,4388907.284230000300000
10426,0,0,636241.381165000030000,4389191.668999999800000
10427,0,0,636253.898255000010000,4389401.727590000300000
10428,0,0,636221.166320999970000,4389895.819389999800000
10429,0,0,636235.521790000030000,4390136.668999999800000
10430,0,0,636220.324035999950000,4390391.668999999800000
10431,0,0,636233.822570999970000,4390618.221730000300000
10432,0,0,636162.162415000030000,4390720.819389999800000
10433,0,0,636133.846984999950000,4390782.518609999700000
10434,0,0,636073.524719999990000,4390836.424859999700000
10435,0,0,636058.004700000050000,4390886.668999999800000
10436,0,0,636045.751281999980000,4390934.422910000200000
10437,0,0,635987.201477000020000,4391024.335020000100000
10438,0,0,635788.004700000050000,4391036.668999999800000
10439,0,0,635767.789855999990000,4390996.708060000100000
10440,0,0,635668.004700000050000,4390946.668999999800000
10441,0,0,635640.751281999980000,4390856.170950000200000
10442,0,0,635534.117980999990000,4390780.555719999600000
10443,0,0,635471.891418999990000,4390752.782279999900000
10444,0,0,635338.004700000050000,4390676.668999999800000
10445,0,0,635188.832337000060000,4390479.413139999800000
10446,0,0,635047.841126000040000,4390366.502980000300000
10447,0,0,634901.342102000020000,4390183.338920000000000
10448,0,0,634861.256653000020000,4390088.182670000000000
10449,0,0,634787.985168999990000,4389996.688529999900000
10450,0,0,634738.004700000050000,4389956.668999999800000
10451,0,0,634697.926575000050000,4389876.747120000400000
